query,method,soft_precision,soft_recall,soft_f1,hungarian_precision,hungarian_recall,hungarian_f1,pred_size,true_size,eval_type,motif_similarity,n_pos_feedback_pred,n_neg_feedback_pred,cascade_depth_pred,n_fanout_pred,n_fanin_pred,n_bottleneck_pred,n_pos_feedback_gt,n_neg_feedback_gt,cascade_depth_gt,n_fanout_gt,n_fanin_gt,n_bottleneck_gt,homology_score,pred_density,gt_density,pred_rel_entropy,gt_rel_entropy,pred_out_entropy,gt_out_entropy,universality_score,jsd,pred_regulatory_enforcement,gt_regulatory_enforcement,pred_amplification_cascade,gt_amplification_cascade,pred_contagion_spread,gt_contagion_spread,pred_information_signaling,gt_information_signaling,pred_resource_constraint,gt_resource_constraint,pred_threshold_tipping,gt_threshold_tipping,fidelity,fidelity_max,fidelity_min,n_back_translated,n_predicted,coherence_score,mean_raw_score,n_judged
Committee formations and their specific functions,naive_rag,,,,,,,,,motif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,naive_rag,,,,,,,,,motif,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,naive_rag,,,,,,,,,motif,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,naive_rag,,,,,,,,,motif,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,naive_rag,,,,,,,,,motif,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,naive_rag,,,,,,,,,motif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,naive_rag,,,,,,,,,motif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9459840655326843,0.0714285746216774,0.01515151560306549,1.0397207736968994,1.283172607421875,1.3862943649291992,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9983160495758057,0.014285714365541935,0.018518518656492233,1.3878000974655151,1.4377014636993408,2.890371561050415,2.6390578746795654,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01512605044990778,0.0,1.0720434188842773,0.0,2.8133552074432373,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9909660220146179,0.03846153989434242,0.013513513840734959,1.2770342826843262,1.4152779579162598,1.9459104537963867,2.9444386959075928,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9964783191680908,0.014285714365541935,0.01609848439693451,1.5379871129989624,1.339717984199524,2.890371561050415,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9947279095649719,0.018518518656492233,0.018472906202077866,1.2540419101715088,1.1124565601348877,2.6390578746795654,2.615631103515625,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.014285714365541935,0.0,1.0893096923828125,0.0,2.890371561050415,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.5808185338974,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01994301937520504,0.0,1.3760554790496826,0.0,2.540036916732788,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01609848439693451,0.0,1.3345928192138672,0.0,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9997100234031677,0.017241379246115685,0.017241379246115685,1.4322139024734497,1.2654131650924683,2.7080507278442383,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9991293549537659,0.017241379246115685,0.017241379246115685,1.2351446151733398,1.2654131650924683,2.7080507278442383,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9972043633460999,0.018518518656492233,0.016129031777381897,1.4508050680160522,1.354710340499878,2.6390578746795654,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.1803045272827148,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.354710340499878,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.987463116645813,0.03333333507180214,0.016129031777381897,0.6931471824645996,1.40753173828125,2.079441547393799,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9947638511657715,0.029411764815449715,0.01515151560306549,1.3107837438583374,1.2980356216430664,2.1972246170043945,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9486839771270752,0.0714285746216774,0.016129031777381897,1.0397207736968994,1.482709527015686,1.3862943649291992,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9965101480484009,0.029411764815449715,0.01515151560306549,1.3107837438583374,1.2181949615478516,2.1972246170043945,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,left_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01609848439693451,0.0,1.3180238008499146,0.0,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9459840655326843,0.0714285746216774,0.01515151560306549,1.0397207736968994,1.283172607421875,1.3862943649291992,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.018518518656492233,0.0,1.4377014636993408,0.0,2.6390578746795654,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01512605044990778,0.0,1.0720434188842773,0.0,2.8133552074432373,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.013513513840734959,0.0,1.4152779579162598,0.0,2.9444386959075928,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01609848439693451,0.0,1.339717984199524,0.0,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.018472906202077866,0.0,1.1124565601348877,0.0,2.615631103515625,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.014285714365541935,0.0,1.0893096923828125,0.0,2.890371561050415,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.5808185338974,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01994301937520504,0.0,1.3760554790496826,0.0,2.540036916732788,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01609848439693451,0.0,1.3345928192138672,0.0,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.017241379246115685,0.0,1.2654131650924683,0.0,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.017241379246115685,0.0,1.2654131650924683,0.0,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.354710340499878,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.1803045272827148,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.354710340499878,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.016129031777381897,0.0,1.40753173828125,0.0,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01515151560306549,0.0,1.2980356216430664,0.0,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.9486839771270752,0.0714285746216774,0.016129031777381897,1.0397207736968994,1.482709527015686,1.3862943649291992,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01515151560306549,0.0,1.2181949615478516,0.0,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,right_kan,,,,,,,,,homology,,,,,,,,,,,,,,0.0,0.0,0.01609848439693451,0.0,1.3180238008499146,0.0,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9968150854110718,0.012820512987673283,0.01515151560306549,1.5657305717468262,1.283172607421875,2.9957327842712402,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9988179206848145,0.012820512987673283,0.018518518656492233,1.142120122909546,1.4377014636993408,2.9957327842712402,2.6390578746795654,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9979461431503296,0.012820512987673283,0.01512605044990778,1.3831487894058228,1.0720434188842773,2.9957327842712402,2.8133552074432373,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9983927011489868,0.012820512987673283,0.013513513840734959,1.3831487894058228,1.4152779579162598,2.9957327842712402,2.9444386959075928,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9958522319793701,0.012820512987673283,0.01609848439693451,1.318095326423645,1.339717984199524,2.9957327842712402,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9955684542655945,0.012820512987673283,0.018472906202077866,1.3046616315841675,1.1124565601348877,2.9957327842712402,2.615631103515625,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9901132583618164,0.012820512987673283,0.014285714365541935,1.1682825088500977,1.0893096923828125,2.9957327842712402,2.890371561050415,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.999541163444519,0.012820512987673283,0.016129031777381897,1.4843372106552124,1.5808185338974,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9938603043556213,0.012820512987673283,0.01994301937520504,1.44755220413208,1.3760554790496826,2.9957327842712402,2.540036916732788,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9964776039123535,0.012820512987673283,0.01609848439693451,1.258048176765442,1.3345928192138672,2.9957327842712402,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9979516863822937,0.012820512987673283,0.017241379246115685,1.5430293083190918,1.2654131650924683,2.9957327842712402,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9977933168411255,0.012820512987673283,0.017241379246115685,1.37051522731781,1.2654131650924683,2.9957327842712402,2.7080507278442383,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9969983100891113,0.012820512987673283,0.016129031777381897,1.356336236000061,1.354710340499878,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9965869784355164,0.012820512987673283,0.016129031777381897,1.4184837341308594,1.1803045272827148,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9959961771965027,0.012820512987673283,0.016129031777381897,1.3747763633728027,1.354710340499878,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.999342143535614,0.012820512987673283,0.016129031777381897,1.3831487894058228,1.40753173828125,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9974586963653564,0.012820512987673283,0.01515151560306549,1.6088829040527344,1.2980356216430664,2.9957327842712402,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9988330602645874,0.012820512987673283,0.016129031777381897,1.5657305717468262,1.482709527015686,2.9957327842712402,2.7725887298583984,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9980216026306152,0.012820512987673283,0.01515151560306549,1.5571130514144897,1.2181949615478516,2.9957327842712402,2.8332133293151855,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,naive_rag,,,,,,,,,homology,,,,,,,,,,,,,,0.9950111508369446,0.012820512987673283,0.01609848439693451,1.5571130514144897,1.3180238008499146,2.9957327842712402,2.75166654586792,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9791676172053764,0.020832382794623662,1.0,0.9411764740943909,0.0,0.0,0.0,0.0,0.0,0.05882352963089943,0.0,0.0,0.0,0.0,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9378454162474135,0.06215458375258652,0.7222222089767456,0.5,0.0,0.0,0.0,0.0,0.2777777910232544,0.3571428656578064,0.0,0.1428571492433548,0.0,0.0,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7166011084355912,0.2833988915644088,0.1666666716337204,0.2222222238779068,0.1666666716337204,0.0555555559694767,0.1666666716337204,0.7222222089767456,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
federal reserve public communication channels,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6300570837450626,0.36994291625493736,1.0,0.2631579041481018,0.0,0.0,0.0,0.0,0.0,0.5789473652839661,0.0,0.15789473056793213,0.0,0.0,,,,,,,,
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8924797630483475,0.10752023695165251,0.7222222089767456,1.0,0.0,0.0,0.0,0.0,0.2222222238779068,0.0,0.0555555559694767,0.0,0.0,0.0,,,,,,,,
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8282983904791879,0.1717016095208122,0.7142857313156128,0.5333333611488342,0.1428571492433548,0.0,0.0,0.0,0.1428571492433548,0.13333334028720856,0.0,0.20000000298023224,0.0,0.13333334028720856,,,,,,,,
Proportional representation methods and their implementation,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5460873385083396,0.4539126614916605,0.1666666716337204,1.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
The impact of unconvent,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7396753159210999,0.2603246840789001,0.1666666716337204,0.6875,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1875,0.1666666716337204,0.0,0.1666666716337204,0.125,,,,,,,,
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7434940112692878,0.2565059887307122,0.1666666716337204,0.4285714328289032,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0714285746216774,0.1666666716337204,0.5,0.1666666716337204,0.0,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7091931934223722,0.2908068065776278,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.7647058963775635,0.1666666716337204,0.05882352963089943,0.1666666716337204,0.0,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7140956833971502,0.28590431660284976,0.9333333373069763,0.4000000059604645,0.0,0.2666666805744171,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.06666667014360428,0.0,,,,,,,,
Recovery and resolution planning for financial market infrastructures,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6907663131438753,0.30923368685612473,0.6666666865348816,0.46666666865348816,0.13333334028720856,0.0,0.0,0.3333333432674408,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.0,,,,,,,,
Fiduciary duties and legal obligations of board members,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9477395169674206,0.052260483032579366,0.8571428656578064,1.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Committee formations and their specific functions,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6082653803947862,0.3917346196052138,0.1666666716337204,0.9375,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0625,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
Quorum requirements and participation thresholds,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6724388037582351,0.32756119624176494,0.1666666716337204,0.6875,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.3125,0.1666666716337204,0.0,,,,,,,,
Unconventional monetary policy tools during economic crises,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6136743547618704,0.3863256452381296,0.625,0.125,0.25,0.0625,0.0,0.1875,0.0,0.125,0.0,0.4375,0.125,0.0625,,,,,,,,
Open market operations and asset purchase programs,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8001134692832814,0.19988653071671852,1.0,0.529411792755127,0.0,0.0,0.0,0.0,0.0,0.11764705926179886,0.0,0.3529411852359772,0.0,0.0,,,,,,,,
board of governors structural organization,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9043974110785729,0.09560258892142715,1.0,0.75,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,,,,,,,,
The Taylor Rule and systematic policy frameworks,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8853255385806691,0.11467446141933092,1.0,0.7058823704719543,0.0,0.0,0.0,0.0,0.0,0.05882352963089943,0.0,0.1764705926179886,0.0,0.05882352963089943,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,left_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7680428116048265,0.23195718839517354,0.1666666716337204,0.29411765933036804,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.529411792755127,0.1666666716337204,0.0,,,,,,,,
Roles and responsibilities of individual board members,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9791676172053764,0.020832382794623662,1.0,0.9411764740943909,0.0,0.0,0.0,0.0,0.0,0.05882352963089943,0.0,0.0,0.0,0.0,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.764931484374283,0.23506851562571698,0.1666666716337204,0.5,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.3571428656578064,0.1666666716337204,0.1428571492433548,0.1666666716337204,0.0,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7166011084355912,0.2833988915644088,0.1666666716337204,0.2222222238779068,0.1666666716337204,0.0555555559694767,0.1666666716337204,0.7222222089767456,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
federal reserve public communication channels,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7608688993888029,0.23913110061119708,0.1666666716337204,0.2631579041481018,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.5789473652839661,0.1666666716337204,0.15789473056793213,0.1666666716337204,0.0,,,,,,,,
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5460873385083396,0.4539126614916605,0.1666666716337204,1.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8313656869424738,0.1686343130575262,0.1666666716337204,0.5333333611488342,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.13333334028720856,0.1666666716337204,0.20000000298023224,0.1666666716337204,0.13333334028720856,,,,,,,,
Proportional representation methods and their implementation,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5460873385083396,0.4539126614916605,0.1666666716337204,1.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
The impact of unconvent,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7396753159210999,0.2603246840789001,0.1666666716337204,0.6875,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1875,0.1666666716337204,0.0,0.1666666716337204,0.125,,,,,,,,
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7434940112692878,0.2565059887307122,0.1666666716337204,0.4285714328289032,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0714285746216774,0.1666666716337204,0.5,0.1666666716337204,0.0,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7091931934223722,0.2908068065776278,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.7647058963775635,0.1666666716337204,0.05882352963089943,0.1666666716337204,0.0,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7819843159743151,0.21801568402568497,0.1666666716337204,0.4000000059604645,0.1666666716337204,0.2666666805744171,0.1666666716337204,0.3333333432674408,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
Recovery and resolution planning for financial market infrastructures,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7748055293123968,0.2251944706876033,0.1666666716337204,0.46666666865348816,0.1666666716337204,0.0,0.1666666716337204,0.3333333432674408,0.1666666716337204,0.0,0.1666666716337204,0.20000000298023224,0.1666666716337204,0.0,,,,,,,,
Fiduciary duties and legal obligations of board members,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5460873385083396,0.4539126614916605,0.1666666716337204,1.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
Committee formations and their specific functions,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6082653803947862,0.3917346196052138,0.1666666716337204,0.9375,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0625,0.1666666716337204,0.0,0.1666666716337204,0.0,,,,,,,,
